id,module_code,dept_id,positive_feedback,intelligent_decision_id
ADOPT001419,MSDATA,0000,采纳,INTELLI001419
ADOPT001420,MSDATA,0000,未采纳,INTELLI001420
ADOPT001421,MSDATA,0000,采纳,INTELLI001421
ADOPT001422,MSDATA,0000,未采纳,INTELLI001422
ADOPT001423,MSDATA,0000,未采纳,INTELLI001423
ADOPT001424,MSDATA,0000,采纳,INTELLI001424
ADOPT001425,MSDATA,0000,采纳,INTELLI001425
ADOPT001426,MSDATA,0000,采纳,INTELLI001426
ADOPT001427,MSDATA,0000,未采纳,INTELLI001427
ADOPT001428,MSDATA,0000,采纳,INTELLI001428
ADOPT001429,MSDATA,0000,未采纳,INTELLI001429
ADOPT001430,MSDATA,0000,未采纳,INTELLI001430
ADOPT001431,MSDATA,0000,未采纳,INTELLI001431
ADOPT001432,MSDATA,0000,未采纳,INTELLI001432
ADOPT001433,MSDATA,0000,未采纳,INTELLI001433
ADOPT001434,MSDATA,0000,采纳,INTELLI001434
ADOPT001435,MSDATA,0000,采纳,INTELLI001435
ADOPT001436,MSDATA,0000,未采纳,INTELLI001436
ADOPT001437,MSDATA,0000,未采纳,INTELLI001437
ADOPT001438,MSDATA,0000,未采纳,INTELLI001438
ADOPT001439,MSDATA,0000,采纳,INTELLI001439
ADOPT001440,MSDATA,0000,未采纳,INTELLI001440
ADOPT001441,MSDATA,0000,采纳,INTELLI001441
ADOPT001442,MSDATA,0000,未采纳,INTELLI001442
ADOPT001443,MSDATA,0000,未采纳,INTELLI001443
ADOPT001444,MSDATA,0000,采纳,INTELLI001444
ADOPT001445,MSDATA,0000,未采纳,INTELLI001445
ADOPT001446,MSDATA,0000,未采纳,INTELLI001446
ADOPT001447,MSDATA,0000,采纳,INTELLI001447
ADOPT001448,MSDATA,0000,采纳,INTELLI001448
ADOPT001449,MSDATA,0000,采纳,INTELLI001449
ADOPT001450,MSDATA,0000,未采纳,INTELLI001450
ADOPT001451,MSDATA,0000,未采纳,INTELLI001451
ADOPT001452,MSDATA,0000,采纳,INTELLI001452
ADOPT001453,MSDATA,0000,采纳,INTELLI001453
ADOPT001454,MSDATA,0000,未采纳,INTELLI001454
ADOPT001455,MSDATA,0000,未采纳,INTELLI001455
ADOPT001456,MSDATA,0000,采纳,INTELLI001456
ADOPT001457,MSDATA,0000,采纳,INTELLI001457
ADOPT001458,MSDATA,0000,采纳,INTELLI001458
ADOPT001459,MSDATA,0000,未采纳,INTELLI001459
ADOPT001460,MSDATA,0000,未采纳,INTELLI001460
ADOPT001461,MSDATA,0000,未采纳,INTELLI001461
ADOPT001462,MSDATA,0000,采纳,INTELLI001462
ADOPT001463,MSDATA,0000,采纳,INTELLI001463
ADOPT001464,MSDATA,0000,采纳,INTELLI001464
ADOPT001465,MSDATA,0000,采纳,INTELLI001465
ADOPT001466,MSDATA,0000,采纳,INTELLI001466
ADOPT001467,MSDATA,0000,未采纳,INTELLI001467
ADOPT001468,MSDATA,0000,采纳,INTELLI001468
ADOPT001469,MSDATA,0000,采纳,INTELLI001469
ADOPT001470,MSDATA,0000,未采纳,INTELLI001470
ADOPT001471,MSDATA,0000,采纳,INTELLI001471
ADOPT001472,MSDATA,0000,未采纳,INTELLI001472
ADOPT001473,MSDATA,0000,采纳,INTELLI001473
ADOPT001474,MSDATA,0000,未采纳,INTELLI001474
ADOPT001475,MSDATA,0000,未采纳,INTELLI001475
ADOPT001476,MSDATA,0000,采纳,INTELLI001476
ADOPT001477,MSDATA,0000,采纳,INTELLI001477
ADOPT001478,MSDATA,0000,采纳,INTELLI001478
ADOPT001479,MSDATA,0000,采纳,INTELLI001479
ADOPT001480,MSDATA,0000,未采纳,INTELLI001480
ADOPT001481,MSDATA,0000,未采纳,INTELLI001481
ADOPT001482,MSDATA,0000,采纳,INTELLI001482
ADOPT001483,MSDATA,0000,采纳,INTELLI001483
ADOPT001484,MSDATA,0000,采纳,INTELLI001484
ADOPT001485,MSDATA,0000,采纳,INTELLI001485
ADOPT001486,MSDATA,0000,采纳,INTELLI001486
ADOPT001487,MSDATA,0000,采纳,INTELLI001487
ADOPT001488,MSDATA,0000,采纳,INTELLI001488
ADOPT001489,MSDATA,0000,未采纳,INTELLI001489
ADOPT001490,MSDATA,0000,采纳,INTELLI001490
ADOPT001491,MSDATA,0000,未采纳,INTELLI001491
ADOPT001492,MSDATA,0000,未采纳,INTELLI001492
ADOPT001493,MSDATA,0000,采纳,INTELLI001493
ADOPT001494,MSDATA,0000,未采纳,INTELLI001494
ADOPT001495,MSDATA,0000,采纳,INTELLI001495
ADOPT001496,MSDATA,0000,采纳,INTELLI001496
ADOPT001497,MSDATA,0000,采纳,INTELLI001497
ADOPT001498,MSDATA,0000,采纳,INTELLI001498
ADOPT001499,MSDATA,0000,未采纳,INTELLI001499
ADOPT001500,MSDATA,0000,未采纳,INTELLI001500
